"Id_Asistencia","Materia","Software","Profesor Encargado","Programa Curricular","Nivel académico","Fecha","Día de la semana","Horario","Número de participantes","Semestre","Semana del semestre","Nombre del monitor","Estado","","","","","","","","","","","",""
"AD2020135","Gerencia Avanzada de Proyectos","Microsoft Project","Juan Pablo Ramirez Cruz","Administración de Empresas","Posgrado","21/04/2020","Tuesday","18:00- 20:00","20","2020-I","7","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/04/2020","Wednesday","Ninguno","Ninguno","2020-I","7","Ninguno","","","","","","","","","","","","",""
"AD2020136","Diseño, Gestión y Evaluación de Proyectos","Microsoft Project","Liliana Patricia Chacón Gonzales","Administración de Empresas","Pregrado","23/04/2020","Thursday","16:00- 18:00","40","2020-I","7","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/04/2020","Friday","Ninguno","Ninguno","2020-I","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/04/2020","Saturday","Ninguno","Ninguno","2020-I","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/04/2020","Monday","Ninguno","Ninguno","2020-I","8","Ninguno","","","","","","","","","","","","",""
"AD2020137","Diseño, Gestión y Evaluación de Proyectos","Microsoft Project","Liliana Patricia Chacón Gonzales","Administración de Empresas","Pregrado","28/04/2020","Tuesday","16:00- 18:00","40","2020-I","8","","DICTADA","","","","","","","","","","","",""
"AD2020138","Analítica aplicada para marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","29/04/2020","Wednesday","16:00- 18:00","12","2020-I","8","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/04/2020","Thursday","Ninguno","Ninguno","2020-I","8","Ninguno","","","","","","","","","","","","",""
"AD2020139","Teoría de la organización","Referenciación en Word","Daniel Mauricio Sanchez Prado","Administración de Empresas","Pregrado","01/05/2020","Friday","N/A","38","2020-I","8","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","02/05/2020","Saturday","Ninguno","Ninguno","2020-I","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/05/2020","Monday","Ninguno","Ninguno","2020-I","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/05/2020","Tuesday","Ninguno","Ninguno","2020-I","9","Ninguno","","","","","","","","","","","","",""
"AD2020140","Analítica aplicada para marketing basada en datos","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","06/05/2020","Wednesday","16:00- 18:00","N/A","2020-I","9","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/05/2020","Thursday","Ninguno","Ninguno","2020-I","9","Ninguno","","","","","","","","","","","","",""
"AD2020141","Teoría de la organización","Openshot","Daniel Mauricio Sanchez Prado","Administración de Empresas","Pregrado","08/05/2020","Friday","N/A","N/A","2020-I","9","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/05/2020","Saturday","Ninguno","Ninguno","2020-I","9","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/05/2020","Monday","Ninguno","Ninguno","2020-I","10","Ninguno","","","","","","","","","","","","",""
"AD2020142","Gerencia Avanzada de Proyectos","Microsoft Project","Juan Pablo Ramirez Cruz","Administración de Empresas","Posgrado","12/05/2020","Tuesday","18:00- 20:00","22","2020-I","10","","DICTADA","","","","","","","","","","","",""
"AD2020143","Analítica aplicada para marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","13/05/2020","Wednesday","16:00- 18:00","12","2020-I","10","","DICTADA","","","","","","","","","","","",""
"AD2020144","Gestión de procesos empresariales en ERP","Odoo","Beatriz Helena Diaz","Administración de Empresas","Pregrado","13/05/2020","Wednesday","09:00- 11:00","28","2020-I","10","","DICTADA","","","","","","","","","","","",""
"AD2020145","Analítica aplicada para marketing basada en datos","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","13/05/2020","Wednesday","16:00- 18:00","N/A","2020-I","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/05/2020","Thursday","Ninguno","Ninguno","2020-I","10","Ninguno","","","","","","","","","","","","",""
"AD2020146","Gestión de Procesos Empresariales ERP","Odoo","Beatriz Helena Diaz","Administración de Empresas","Pregrado","15/05/2020","Friday","09:00- 11:00","20","2020-I","10","","DICTADA","","","","","","","","","","","",""
"AD2020147","Gestión de Procesos Empresariales ERP","Inkscape","Daniel Mauricio Sanchez Prado","Administración de Empresas","Pregrado","15/05/2020","Friday","N/A","N/A","2020-I","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/05/2020","Saturday","Ninguno","Ninguno","2020-I","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/05/2020","Monday","Ninguno","Ninguno","2020-I","11","Ninguno","","","","","","","","","","","","",""
"AD2020148","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","19/05/2020","Tuesday","18:00- 20:00","21","2020-I","11","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","20/05/2020","Wednesday","Ninguno","Ninguno","2020-I","11","Ninguno","","","","","","","","","","","","",""
"AD2020149","Sistemas de Información Gerencial","Odoo","Edwin Santiago Castillo","Administración de Empresas","Pregrado","21/05/2020","Thursday","18:00- 20:00","18","2020-I","11","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/05/2020","Friday","Ninguno","Ninguno","2020-I","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/05/2020","Saturday","Ninguno","Ninguno","2020-I","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/05/2020","Monday","Ninguno","Ninguno","2020-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/05/2020","Tuesday","Ninguno","Ninguno","2020-I","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/05/2020","Wednesday","Ninguno","Ninguno","2020-I","12","Ninguno","","","","","","","","","","","","",""
"AD2020150","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","28/05/2020","Thursday","07:00- 09:00","14","2020-I","12","","DICTADA","","","","","","","","","","","",""
"AD2020151","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","28/05/2020","Thursday","09:00- 11:00","24","2020-I","12","","DICTADA","","","","","","","","","","","",""
"AD2020152","Fundamentos de Contabilidad Financiera","Excel","Wendy Alejandra Trilleras Yara","Administración de Empresas","Pregrado","28/05/2020","Thursday","09:00- 11:00","30","2020-I","12","","DICTADA","","","","","","","","","","","",""
"AD2020153","Fundamentos de Contabilidad Financiera","Excel","Wendy Alejandra Trilleras Yara","Administración de Empresas","Pregrado","29/05/2020","Friday","11:00- 13:00","32","2020-I","12","","DICTADA","","","","","","","","","","","",""
"AD2020154","Revista Intercambio","Python","No Aplica","Administración de Empresas","No Aplica","30/05/2020","Saturday","11:00- 13:00","5","2020-I","12","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/06/2020","Monday","Ninguno","Ninguno","2020-I","13","Ninguno","","","","","","","","","","","","",""
"AD2020155","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","02/06/2020","Tuesday","07:00- 09:00","N/A","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020156","Sistemas de Información Gerencial","Odoo","Maria Teresa Rodriguez Villabona","Administración de Empresas","Pregrado","02/06/2020","Tuesday","09:00- 11:00","24","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020157","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Administración de Empresas","Pregrado","02/06/2020","Tuesday","07:00- 09:00","N/A","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020158","Gestión de procesos empresariales en ERP","SAP Cloud Analitycs","Beatriz Helena Diaz","Administración de Empresas","Pregrado","03/06/2020","Wednesday","09:00- 11:00","28","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020159","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Administración de Empresas","Pregrado","03/06/2020","Wednesday","07:00- 09:00","38","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020160","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Administración de Empresas","Pregrado","04/06/2020","Thursday","07:00- 09:00","38","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020161","Gestión de procesos empresariales en ERP","SAP Cloud Predictive - Tableau","Beatriz Helena Diaz","Administración de Empresas","Pregrado","05/06/2020","Friday","09:00- 11:00","28","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020162","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría Pública","Pregrado","05/06/2020","Friday","07:00- 09:00","38","2020-I","13","","DICTADA","","","","","","","","","","","",""
"AD2020163","Revista Intercambio","Python","No Aplica","N/A","No Aplica","06/06/2020","Saturday","11:00- 13:00","N/A","2020-I","13","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","08/06/2020","Monday","Ninguno","Ninguno","2020-I","14","Ninguno","","","","","","","","","","","","",""
"AD2020164","Revista Intercambio","Inkscape","No Aplica","N/A","No Aplica","09/06/2020","Tuesday","14:00- 16:00","4","2020-I","14","","DICTADA","","","","","","","","","","","",""
"AD2020165","Sistemas de Información Gerencial","SAP","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","10/06/2020","Wednesday","14:00- 16:00","38","2020-I","14","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/06/2020","Thursday","Ninguno","Ninguno","2020-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/06/2020","Friday","Ninguno","Ninguno","2020-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/06/2020","Saturday","Ninguno","Ninguno","2020-I","14","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/06/2020","Monday","Ninguno","Ninguno","2020-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/06/2020","Tuesday","Ninguno","Ninguno","2020-I","15","Ninguno","","","","","","","","","","","","",""
"AD2020166","Sistemas de Información Gerencial","SAP","Henry Martinez Sarmiento","Administración de Empresas","Pregrado","17/06/2020","Wednesday","14:00- 16:00","38","2020-I","15","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/06/2020","Thursday","Ninguno","Ninguno","2020-I","15","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/06/2020","Friday","Ninguno","Ninguno","2020-I","15","Ninguno","","","","","","","","","","","","",""
"AD2020167","Requisitos del Sistema Integrado de Gestión para Auditores","Nvivo","PEC","N/A","No Aplica","20/06/2020","Saturday","11:00- 13:00","N/A","2020-I","15","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/06/2020","Monday","Ninguno","Ninguno","2020-I","16","Ninguno","","","","","","","","","","","","",""
"AD2020168","Gestión de las Operaciones y la Producción II","SAP","Luis Alejandro Rodriguez","Administración de Empresas","Pregrado","23/06/2020","Tuesday","07:00- 09:00","21","2020-I","16","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/06/2020","Wednesday","Ninguno","Ninguno","2020-I","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/06/2020","Thursday","Ninguno","Ninguno","2020-I","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/06/2020","Friday","Ninguno","Ninguno","2020-I","16","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/06/2020","Saturday","Ninguno","Ninguno","2020-I","16","Ninguno","","","","","","","","","","","","",""
"AD20200201","Asistencia Personalizada","Python","Germán Nova Caldas","N/A","No Aplica","13/08/2020","Thursday","18:00- 20:00","1","2020-II","1","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200202","Asistencia Personalizada","Python","Germán Nova Caldas","N/A","No Aplica","20/08/2020","Thursday","18:00- 20:00","1","2020-II","1","Fabian Triana","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/08/2020","Monday","Ninguno","Ninguno","2020-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/08/2020","Tuesday","Ninguno","Ninguno","2020-II","1","Ninguno","","","","","","","","","","","","",""
"AD20200203","Internacionalización de la empresa","Cesim Global Challenge","Germán Nova Caldas","Administración de Empresas","Pregrado","26/08/2020","Wednesday","18:00- 20:00","1","2020-II","1","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20200204","Vicedecanatura de Bienestar FCE","Edición página web FCE","Carolina Rueda","N/A","No Aplica","26/08/2020","Wednesday","14:00- 16:00","10","2020-II","1","Pedro Higuera","DICTADA","","","","","","","","","","","",""
"AD20200205","Asistencia Personalizada","Google Classroom","German Eduardo Espinosa Florez","N/A","No Aplica","26/08/2020","Wednesday","20:00- 20:30","1","2020-II","1","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20200206","Asistencia Personalizada","Google Meet","German Eduardo Espinosa Florez","N/A","No Aplica","26/08/2020","Wednesday","20:30- 21:00","1","2020-II","1","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","27/08/2020","Thursday","Ninguno","Ninguno","2020-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/08/2020","Friday","Ninguno","Ninguno","2020-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","29/08/2020","Saturday","Ninguno","Ninguno","2020-II","1","Ninguno","","","","","","","","","","","","",""
"AD20200207","Vicedecanatura de Bienestar FCE","Excel","Carolina Rueda","N/A","No Aplica","31/08/2020","Monday","14:00- 16:00","10","2020-II","2","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","01/09/2020","Tuesday","Ninguno","Ninguno","2020-II","2","Ninguno","","","","","","","","","","","","",""
"AD20200208","Vicedecanatura de Bienestar FCE","Excel","Carolina Rueda","N/A","No Aplica","02/09/2020","Wednesday","14:00- 16:00","10","2020-II","2","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200209","Asistencia Personalizada","Google Meet","Luis Carlos Beltran Pardo","N/A","No Aplica","02/09/2020","Wednesday","13:00- 14:00","1","2020-II","2","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20200210","Asistencia Personalizada","Google Classroom","Luis Carlos Beltran Pardo","N/A","No Aplica","02/09/2020","Wednesday","12:00- 13:00","1","2020-II","2","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/09/2020","Thursday","Ninguno","Ninguno","2020-II","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/09/2020","Friday","Ninguno","Ninguno","2020-II","2","Ninguno","","","","","","","","","","","","",""
"AD20200211","Econometría Avanzada I","R","Juan Manuel Julio Román","Economía","Posgrado","05/09/2020","Saturday","09:00- 11:00","30","2020-II","2","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200212","Vicedecanatura de Bienestar FCE","Youtube Live","Carolina Rueda","N/A","No Aplica","07/09/2020","Monday","14:00- 14:30","10","2020-II","3","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200213","Vicedecanatura de Bienestar FCE","Facebook","Carolina Rueda","N/A","No Aplica","07/09/2020","Monday","14:30- 15:00","10","2020-II","3","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200214","Vicedecanatura de Bienestar FCE","Google Meet","Carolina Rueda","N/A","No Aplica","07/09/2020","Monday","15:00- 16:00","10","2020-II","3","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200215","Métodos cuantitativos","R","Maria Ines Barbosa Camargo","Administración de Empresas","Pregrado","07/09/2020","Monday","18:00- 20:00","34","2020-II","3","Luis Mazabuel","DICTADA","","","","","","","","","","","",""
"AD20200216","Asistencia Personalizada","Google Meet","Jaime Zuluaga Nieto","N/A","No Aplica","08/09/2020","Tuesday","09:30- 11:00","1","2020-II","3","Joan Ariza","DICTADA","","","","","","","","","","","",""
"AD20200217","Internacionalización de la empresa","Cesim Global Challenge","Germán Nova Caldas","Administración de Empresas","Pregrado","09/09/2020","Wednesday","18:00- 20:00","30","2020-II","3","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20200218","Vicedecanatura de Bienestar FCE","Moodle","Carolina Rueda","N/A","No Aplica","09/09/2020","Wednesday","14:00- 16:00","10","2020-II","3","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200219","Métodos cuantitativos","R","Maria Ines Barbosa Camargo","Contaduría pública","Pregrado","09/09/2020","Wednesday","18:00- 20:00","34","2020-II","3","Luis Mazabuel","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/09/2020","Thursday","Ninguno","Ninguno","2020-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","11/09/2020","Friday","Ninguno","Ninguno","2020-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/09/2020","Saturday","Ninguno","Ninguno","2020-II","3","Ninguno","","","","","","","","","","","","",""
"AD20200220","Vicedecanatura de Bienestar FCE","G Suite","Carolina Rueda","N/A","No Aplica","14/09/2020","Monday","14:00- 16:00","10","2020-II","4","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200221","Asistencia Personalizada","Google Classroom","Ana Lucia Nieto Gomez","N/A","No Aplica","14/09/2020","Monday","10:00- 11:00","1","2020-II","4","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20200222","Asistencia Personalizada","Moodle","Ana Lucia Nieto Gomez","N/A","No Aplica","14/09/2020","Monday","11:00- 12:00","1","2020-II","4","Elizabeth Medina","DICTADA","","","","","","","","","","","",""
"AD20200223","Asistencia Personalizada","Google Classroom","Jaime Zuluaga Nieto","N/A","No Aplica","15/09/2020","Tuesday","09:30- 11:00","1","2020-II","4","Joan Ariza","DICTADA","","","","","","","","","","","",""
"AD20200224","Administración de personal I","HR Management","Martha Isabel Riaño Casallas","Administración de Empresas","Pregrado","16/09/2020","Wednesday","09:00- 11:00","36","2020-II","4","Nicolás Cruz","DICTADA","","","","","","","","","","","",""
"AD20200225","Administración de personal I","HR Management","Martha Isabel Riaño Casallas","Administración de Empresas","Pregrado","16/09/2020","Wednesday","11:00- 13:00","40","2020-II","4","Vivian Lemuz","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/09/2020","Thursday","Ninguno","Ninguno","2020-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/09/2020","Friday","Ninguno","Ninguno","2020-II","4","Ninguno","","","","","","","","","","","","",""
"AD20200226","Econometría Avanzada I","R","Juan Manuel Julio Román","Economía","Posgrado","19/09/2020","Saturday","09:00- 11:00","30","2020-II","4","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200227","Analitica de Marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","21/09/2020","Monday","16:00- 18:00","25","2020-II","5","David Rubio","DICTADA","","","","","","","","","","","",""
"AD20200228","Asistencia Personalizada","Google Meet","Jaime Zuluaga Nieto","N/A","No Aplica","22/09/2020","Tuesday","09:30- 11:00","1","2020-II","5","Joan Ariza","DICTADA","","","","","","","","","","","",""
"AD20200229","Analitica de Marketing basada en datos","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","23/09/2020","Wednesday","16:00- 18:00","25","2020-II","5","Fabian Triana","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/09/2020","Thursday","Ninguno","Ninguno","2020-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/09/2020","Friday","Ninguno","Ninguno","2020-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/09/2020","Saturday","Ninguno","Ninguno","2020-II","5","Ninguno","","","","","","","","","","","","",""
"AD20200230","Investigación de mercados","Nvivo","Sandra Patricia Rojas Berrio","Administración de Empresas","Pregrado","28/09/2020","Monday","14:00- 16:00","32","2020-II","6","Karen Dayanna Albarracín","DICTADA","","","","","","","","","","","",""
"AD20200231","Analitica de Marketing basada en datos","R","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","28/09/2020","Monday","16:00- 18:00","25","2020-II","6","David Rubio","DICTADA","","","","","","","","","","","",""
"AD20200232","Gestión de las Operaciones y la Producción I","Cesim Hospitality","Diego Edixon Karachas","Administración de Empresas","Pregrado","28/09/2020","Monday","07:00- 09:00","10","2020-II","6","Camila Cucaita","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","29/09/2020","Tuesday","Ninguno","Ninguno","2020-II","6","Ninguno","","","","","","","","","","","","",""
"AD20200233","Analitica de Marketing basada en datos","Python","Herbert Jair Bermudez Sosa","Administración de Empresas","Pregrado","30/09/2020","Wednesday","16:00- 18:00","25","2020-II","6","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200234","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría pública","Pregrado","01/10/2020","Thursday","07:00- 09:00","29","2020-II","6","Heiler Gómez","DICTADA","","","","","","","","","","","",""
"AD20200235","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría pública","Pregrado","02/10/2020","Friday","07:00- 09:00","34","2020-II","6","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"AD20200236","Econometría Avanzada I","R","Juan Manuel Julio Román","Economía","Posgrado","03/10/2020","Saturday","09:00- 11:00","30","2020-II","6","Fabian Triana","DICTADA","","","","","","","","","","","",""
"AD20200237","Estrategia de Mercados","Cesim Marketing","Sara Catalina Forero Molina","Administración de Empresas","Pregrado","05/10/2020","Monday","11:00- 13:00","40","2020-II","7","Fuad Mosquera","DICTADA","","","","","","","","","","","",""
"AD20200238","Seminario de la investigación I y II","Latex","Karoll Gomez Portilla","Administración de Empresas","Posgrado","06/10/2020","Tuesday","11:00- 13:00","2","2020-II","7","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200239","Diseño, Gestión y Evaluación de proyectos","Trello","Juan Pablo Ramirez Cruz","Administración de Empresas","Pregrado","06/10/2020","Tuesday","06:30- 08:00","38","2020-II","7","Jaime Alberto Alzate","DICTADA","","","","","","","","","","","",""
"AD20200240","Gestión Avanzada de Proyectos","Trello","Juan Pablo Ramirez Cruz","Administración de Empresas","Posgrado","06/10/2020","Tuesday","18:00- 20:00","23","2020-II","7","Luis Mazabuel","DICTADA","","","","","","","","","","","",""
"AD20200241","Integración de procesos empresariales en ERP","Odoo","Beatriz Helena Diaz","Administración de Empresas","Pregrado","07/10/2020","Wednesday","09:00- 11:00","18","2020-II","7","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200242","Diseño, Gestión y Evaluación de proyectos","Ms Project","Liliana Patricia Chacón Gonzales","Administración de Empresas","Pregrado","08/10/2020","Thursday","16:00- 18:00","37","2020-II","7","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200243","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Administración de Empresas","Pregrado","08/10/2020","Thursday","07:00- 09:00","23","2020-II","7","Heiler Gómez","DICTADA","","","","","","","","","","","",""
"AD20200244","Integración de procesos empresariales en ERP","Odoo","Beatriz Helena Diaz","Administración de Empresas","Pregrado","09/10/2020","Friday","09:00- 11:00","18","2020-II","7","Carlos Andrés Guataquira","DICTADA","","","","","","","","","","","",""
"AD20200245","Fundamentos de Contabilidad de Gestión","SAP","Jairo Orlando Villabona Robayo","Contaduría pública","Pregrado","09/10/2020","Friday","07:00- 09:00","28","2020-II","7","Juan Pablo Delgado","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/10/2020","Saturday","Ninguno","Ninguno","2020-II","7","Ninguno","","","","","","","","","","","","",""
"AD20200246","Internacionalización de la empresa","Cesim Global Challenge","Germán Nova Caldas","Administración de Empresas","Pregrado","12/10/2020","Monday","14:00- 16:00","10","2020-II","8","Carlos Santiago Cano","DICTADA","","","","","","","","","","","",""
"AD20200247","Diseño, Gestión y Evaluación de proyectos","Ms Project","Liliana Patricia Chacón Gonzales","Administración de Empresas","Pregrado","13/10/2020","Tuesday","16:00- 18:00","38","2020-II","8","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"AD20200248","Diseño, Gestión y Evaluación de proyectos","Ms Project","Juan Pablo Ramirez Cruz","Administración de Empresas","Pregrado","13/10/2020","Tuesday","06:30- 08:00","33","2020-II","8","Nicolás Escudero","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/10/2020","Wednesday","Ninguno","Ninguno","2020-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/10/2020","Thursday","Ninguno","Ninguno","2020-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/10/2020","Friday","Ninguno","Ninguno","2020-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/10/2020","Saturday","Ninguno","Ninguno","2020-II","8","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/10/2020","Monday","Ninguno","Ninguno","2020-II","9","Ninguno","","","","","","","","","","","","",""
