"Id_Asistencia","Materia","Software","Profesor Encargado","Programa Curricular","Nivel académico","Fecha","Día de la semana","Horario","Número de participantes","Semestre","Semana del semestre","Nombre del monitor","Estado","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","03/08/2017","Thursday","Ninguno","Ninguno","2017-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","04/08/2017","Friday","Ninguno","Ninguno","2017-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/08/2017","Saturday","Ninguno","Ninguno","2017-II","1","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/08/2017","Monday","Ninguno","Ninguno","2017-II","2","Ninguno","","","","","","","","","","","","",""
"AD20170201","Fundamentos de gestión avanzada","Referenciación","Fabian Parra Acosta","Contaduría Pública","Pregrado","08/08/2017","Tuesday","07:00- 09:00","30","2017-II","2","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","09/08/2017","Wednesday","Ninguno","Ninguno","2017-II","2","Ninguno","","","","","","","","","","","","",""
"AD20170202","Contabilidad del Proceso Contable","Siigo","Laura Natalia Purgarín","Contaduría Pública","Pregrado","10/08/2017","Thursday","16:00- 18:00","13","2017-II","2","","DICTADA","","","","","","","","","","","",""
"AD20170203","Contabilidad del Proceso Contable","Siigo","Laura Natalia Purgarín","Contaduría Pública","Pregrado","11/08/2017","Friday","11:00- 13:00","30","2017-II","2","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/08/2017","Saturday","Ninguno","Ninguno","2017-II","2","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/08/2017","Monday","Ninguno","Ninguno","2017-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","15/08/2017","Tuesday","Ninguno","Ninguno","2017-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/08/2017","Wednesday","Ninguno","Ninguno","2017-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","17/08/2017","Thursday","Ninguno","Ninguno","2017-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/08/2017","Friday","Ninguno","Ninguno","2017-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/08/2017","Saturday","Ninguno","Ninguno","2017-II","3","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","21/08/2017","Monday","Ninguno","Ninguno","2017-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","22/08/2017","Tuesday","Ninguno","Ninguno","2017-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/08/2017","Wednesday","Ninguno","Ninguno","2017-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/08/2017","Thursday","Ninguno","Ninguno","2017-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/08/2017","Friday","Ninguno","Ninguno","2017-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/08/2017","Saturday","Ninguno","Ninguno","2017-II","4","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","28/08/2017","Monday","Ninguno","Ninguno","2017-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","29/08/2017","Tuesday","Ninguno","Ninguno","2017-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/08/2017","Wednesday","Ninguno","Ninguno","2017-II","5","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","31/08/2017","Thursday","Ninguno","Ninguno","2017-II","5","Ninguno","","","","","","","","","","","","",""
"AD20170204","Sistemas de Información Gerencial","Odoo","Beatriz Helena Diaz","Administración de Empresas","Posgrado","01/09/2017","Friday","09:00- 11:00","25","2017-II","5","","DICTADA","","","","","","","","","","","",""
"AD20170205","Sistemas de Información Gerencial","Nvivo","Beatriz Helena Diaz","Administración de Empresas","Posgrado","02/09/2017","Saturday","07:00- 09:00","25","2017-II","5","","DICTADA","","","","","","","","","","","",""
"AD20170206","Diseño, Gestión y Evaluación de Proyectos","Microsoft Project","Liliana Patricia Chacon Gonzalez","Administración de Empresas","Pregrado","02/09/2017","Saturday","11:00- 13:00","7","2017-II","5","","DICTADA","","","","","","","","","","","",""
"AD20170207","Diseño, Gestión y Evaluación de Proyectos","Microsoft Project","Liliana Patricia Chacon Gonzalez","Administración de Empresas","Pregrado","04/09/2017","Monday","07:00- 09:00","8","2017-II","6","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","05/09/2017","Tuesday","Ninguno","Ninguno","2017-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","06/09/2017","Wednesday","Ninguno","Ninguno","2017-II","6","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/09/2017","Thursday","Ninguno","Ninguno","2017-II","6","Ninguno","","","","","","","","","","","","",""
"AD20170208","Gestión de las operaciones e innovación tecnologica","SAP","Monica Silvana Maria Varon Parra","Administración de Empresas","Posgrado","08/09/2017","Friday","07:00- 09:00","29","2017-II","6","","DICTADA","","","","","","","","","","","",""
"AD20170209","Gestión de las operaciones y la producción II","Odoo","Monica Silvana Maria Varon Parra","Administración de Empresas","Pregrado","08/09/2017","Friday","07:00- 09:00","21","2017-II","6","","DICTADA","","","","","","","","","","","",""
"AD20170210","Decisiones, comportamiento y neuroeconomía","Z-tree","Mario Garcia Molina","Economía","Posgrado","09/09/2017","Saturday","18:00- 20:00","9","2017-II","6","","DICTADA","","","","","","","","","","","",""
"AD20170211","Fundamentos de gestión avanzada","SAP","Fabian Parra Acosta","Contaduría Pública","Pregrado","11/09/2017","Monday","07:00- 09:00","30","2017-II","7","","DICTADA","","","","","","","","","","","",""
"AD20170212","Mercados I","Herramientas Bibliográficas","Juan Nicolas Bonilla","Administración de Empresas","Pregrado","11/09/2017","Monday","09:00- 11:00","32","2017-II","7","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/09/2017","Tuesday","Ninguno","Ninguno","2017-II","7","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","13/09/2017","Wednesday","Ninguno","Ninguno","2017-II","7","Ninguno","","","","","","","","","","","","",""
"AD20170213","Mercados I","Herramientas Bibliográficas","Juan Nicolas Bonilla","Administración de Empresas","Pregrado","14/09/2017","Thursday","16:00- 18:00","32","2017-II","7","","DICTADA","","","","","","","","","","","",""
"AD20170214","Mercados I","Herramientas Bibliográficas","Juan Nicolas Bonilla","Administración de Empresas","Pregrado","15/09/2017","Friday","09:00- 11:00","32","2017-II","7","","DICTADA","","","","","","","","","","","",""
"AD20170215","Mercados I","Herramientas Bibliográficas","Juan Nicolas Bonilla","Administración de Empresas","Pregrado","16/09/2017","Saturday","17:00- 18:00","32","2017-II","7","","DICTADA","","","","","","","","","","","",""
"AD20170216","Seminario de tributaria","Stata","Victor Mauricio Castañeda","Contaduría Pública","Pregrado","22/09/2017","Friday","18:00- 21:00","10","2017-II","7","","DICTADA","","","","","","","","","","","",""
"AD20170217","Estrategia de Mercados","Nvivo","Sandra Patricia Berrio","Administración de Empresas","Pregrado","23/09/2017","Saturday","11:00- 13:00","45","2017-II","7","","DICTADA","","","","","","","","","","","",""
"AD20170218","Teoria de la decisión","SPSS","Osman Benjamin Vargas","Administración de Empresas","Pregrado","25/09/2017","Monday","18:00- 20:00","35","2017-II","8","","DICTADA","","","","","","","","","","","",""
"AD20170219","Teoria de la decisión","SPSS","Osman Benjamin Vargas","Administración de Empresas","Pregrado","25/09/2017","Monday","18:00- 20:00","38","2017-II","8","","DICTADA","","","","","","","","","","","",""
"AD20170220","Teoria de la decisión","Z-Tree","Osman Benjamin Vargas","Administración de Empresas","Pregrado","26/09/2017","Tuesday","18:00- 20:00","35","2017-II","8","","DICTADA","","","","","","","","","","","",""
"AD20170221","Teoria de la decisión","Z-Tree","Osman Benjamin Vargas","Administración de Empresas","Pregrado","27/09/2017","Wednesday","18:00- 20:00","38","2017-II","8","","DICTADA","","","","","","","","","","","",""
"AD20170222","Indicadores Sociales","R","Andrea Lampis","Sociologia","Pregrado","28/09/2017","Thursday","09:00- 11:00","7","2017-II","8","","DICTADA","","","","","","","","","","","",""
"AD20170223","Teoria Moderna de la Firma","SPSS","Raul Avila Forero","Administración de Empresas","Pregrado","29/09/2017","Friday","16:00- 18:00","20","2017-II","8","","DICTADA","","","","","","","","","","","",""
"AD20170224","Teoria Moderna de la Firma","SPSS","Raul Avila Forero","Administración de Empresas","Pregrado","29/09/2017","Friday","16:00- 18:00","20","2017-II","8","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/09/2017","Saturday","Ninguno","Ninguno","2017-II","8","Ninguno","","","","","","","","","","","","",""
"AD20170225","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","01/09/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170226","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","08/09/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170227","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","15/09/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170228","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","22/09/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170229","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","29/07/2017","Saturday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170230","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","06/10/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170231","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","13/10/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170232","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","20/10/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170233","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","27/10/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170234","Estrategia de mercados","SPSS","Alvaro Viña","Administración de Empresas","Pregrado","03/11/2017","Friday","14:00- 16:00","11","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170235","Fundamentos de Finanzas","Excel Financiero","Luis German Ome","Economía","Posgrado","06/10/2017","Friday","07:00- 10:00","6","2017-II","9","","DICTADA","","","","","","","","","","","",""
"AD20170236","Fundamentos de Finanzas","Excel Financiero","Luis German Ome","Economía","Posgrado","06/10/2017","Friday","07:00- 10:00","6","2017-II","9","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","07/10/2017","Saturday","Ninguno","Ninguno","2017-II","9","Ninguno","","","","","","","","","","","","",""
"AD20170237","Fundamentos de Finanzas","Excel Financiero","Luis German Ome","Economía","Posgrado","09/10/2017","Monday","07:00- 10:00","6","2017-II","10","","DICTADA","","","","","","","","","","","",""
"AD20170238","Fundamentos de Finanzas","Excel Financiero","Luis German Ome","Economía","Posgrado","09/10/2017","Monday","07:00- 10:00","6","2017-II","10","","DICTADA","","","","","","","","","","","",""
"AD20170239","Fundamentos de Finanzas","Excel Financiero","Luis German Ome","Administración de Empresas","Pregrado","09/10/2017","Monday","07:00- 09:00","7","2017-II","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","10/10/2017","Tuesday","Ninguno","Ninguno","2017-II","10","Ninguno","","","","","","","","","","","","",""
"AD20170240","Econometria Avanzada II","R","Nancy Milena Hoyos","Administración de Empresas","Pregrado","11/10/2017","Wednesday","07:00- 09:00","7","2017-II","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","12/10/2017","Thursday","Ninguno","Ninguno","2017-II","10","Ninguno","","","","","","","","","","","","",""
"AD20170241","Econometria Avanzada II","R","Nancy Milena Hoyos","Administración de Empresas","Pregrado","13/10/2017","Friday","07:00- 09:00","7","2017-II","10","","DICTADA","","","","","","","","","","","",""
"AD20170242","Econometria Avanzada II","R","Nancy Milena Hoyos","Economía","Pregrado","13/10/2017","Friday","11:00- 13:00","7","2017-II","10","","DICTADA","","","","","","","","","","","",""
"AD20170243","Econometria Avanzada II","R","Nancy Milena Hoyos","Economía","Pregrado","13/10/2017","Friday","11:00- 13:00","7","2017-II","10","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","14/10/2017","Saturday","Ninguno","Ninguno","2017-II","10","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","16/10/2017","Monday","Ninguno","Ninguno","2017-II","11","Ninguno","","","","","","","","","","","","",""
"AD20170244","Fundamentos de Finanzas","Excel Financiero","María del Pilar Corredor García","Economía","Pregrado","17/10/2017","Tuesday","11:00- 13:00","7","2017-II","11","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","18/10/2017","Wednesday","Ninguno","Ninguno","2017-II","11","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","19/10/2017","Thursday","Ninguno","Ninguno","2017-II","11","Ninguno","","","","","","","","","","","","",""
"AD20170245","Fundamentos de Finanzas","Excel Financiero","María del Pilar Corredor García","Economía","Pregrado","20/10/2017","Friday","11:00- 13:00","15","2017-II","11","","DICTADA","","","","","","","","","","","",""
"AD20170246","Fundamentos de Finanzas","Excel Financiero","María del Pilar Corredor García","Economía","Pregrado","21/10/2017","Saturday","11:00- 13:00","15","2017-II","11","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","23/10/2017","Monday","Ninguno","Ninguno","2017-II","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","24/10/2017","Tuesday","Ninguno","Ninguno","2017-II","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","25/10/2017","Wednesday","Ninguno","Ninguno","2017-II","12","Ninguno","","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","26/10/2017","Thursday","Ninguno","Ninguno","2017-II","12","Ninguno","","","","","","","","","","","","",""
"AD20170247","Fundamentos de Finanzas","Excel Financiero","María del Pilar Corredor García","Economía","Pregrado","27/10/2017","Friday","11:00- 13:00","15","2017-II","12","","DICTADA","","","","","","","","","","","",""
"AD20170248","Fundamentos de Finanzas","Excel Financiero","María del Pilar Corredor García","Administración de Empresas","Pregrado","28/10/2017","Saturday","09:00- 11:00","20","2017-II","12","","DICTADA","","","","","","","","","","","",""
"","Ninguno","Ninguno","Ninguno","Ninguno","Ninguno","30/10/2017","Monday","Ninguno","Ninguno","2017-II","13","Ninguno","","","","","","","","","","","","",""
